id|pmid|doi|first_author|year|title|other_study_identifier|url|extracted|tentatively_identified_test_substance|machine_confidence|tsca|fifra|toxcast
11869|12501005|||||||0|[' ebselen ', ' glutathione ', ' histamine ', ' peroxidase ', ' serotonin ', ' thiobarbituric acid ', ' xanthine ']|1|1||
11870|12501011|||||||0|[' ginkgo biloba extract ', ' pentoxyresorufin ']|0.888889|||
11871|12501019|||||||0||1|||
11872|12501127|||||||0||1|||
11873|12501270|||||||0|[' insulin ']|1|||
11874|12501599|||||||0|[' growth hormone ', ' human growth hormone ']|1|||
11875|12501600|||||||0||1|||
11876|12501876|||||||0|[' lithium ', ' quetiapine ']|1|1||
11877|12501881|||||||0|[' norethindrone ', ' sumatriptan ']|0.777778|||1
11878|12501905|||||||0|[' acyclovir ']|1|||
11879|12501911|||||||0|[' benzoylecgonine ', ' cocaine ']|1|||
11880|12501913|||||||0|[' codeine ']|0.777778|||1
11881|12502023|||||||0|[' cocaine ', ' dopamine ', ' fluoxetine ', ' lead ', ' serotonin ', ' sulpiride ']|0.888889|1||1
11882|12502075|||||||0||0.888889|||
11883|12502241|||||||0||1|||
11884|12502385|||||||0|[' arginine ', ' scutellaria ']|0.888889|1||
11885|12502429|||||||0|[' gallic acid ', ' pyrogallol ', ' resorcinol ', ' tannic acid ']|1|1|1|1
11886|12502519|||||||0|[' sucrose ']|0.777778|1|1|1
11887|12502684|||||||0|[' insulin ']|0.888889|||
11888|12502766|||||||0||0.777778|||
11889|12502781|||||||0|[' copper ']|0.888889|1|1|
11890|12502981|||||||0|[' propofol ', ' sufentanil ']|1|1||1
11891|12502982|||||||0|[ ' cytokines ', ' enflurane ', ' halothane ', ' interleukin-1beta ', ' interleukin-6 ', ' isoflurane ', ' tumor necrosis factor-alpha ']|0.888889|||
11892|12502995|||||||0|[' epinephrine ', ' lidocaine ']|1|1||1
11893|12503084|||||||0|[' peroxynitrite ']|0.888889|||
11894|12503611|||||||0||0.888889|||
11895|12503739|||||||0|['PM2.5']|1|||
11896|12503741|||||||0|[ ' ethylene ']|0.888889|1|1|
11897|12503743|||||||0|[' dibutyl phthalate ', ' phthalate ', ' styrene ']|1|1|1|1
11898|12503747|||||||0|[' 1-hydroxypyrene ', ' aromatic hydrocarbons ', ' hydrocarbons ', ' polycyclic aromatic hydrocarbons ', ' pyrene ']|0.777778|1|1|1
11899|12503749|||||||0||0.888889|||
11900|12503758|||||||0|[' tributyltin ']|0.888889|1||
11901|12503763|||||||0||1|||
11902|12503764|||||||0|[' perfluoroalkyl carboxylates ', ' perfluorooctane ']|0.888889|1||
11903|12503765|||||||0|[' perfluoroalkyl carboxylates ']|1|||
11904|12503769|||||||0|[' 1-hydroxypyrene ', ' pyrene ']|0.777778|1||1
11905|12503774|||||||0|[' cholesterol ']|0.888889|1||
11906|12503874|||||||0||1|||
11907|12504167|||||||0|[' alpha-tocopherol ', ' linoleic acid ']|0.888889|1|1|1
11908|12504170|||||||0|[' acetate ', ' cadmium ', ' cadmium acetate ', ' dopamine ', ' follicle stimulating hormone ', ' lead ', ' lead acetate ', ' norepinephrine ', ' serotonin ']|0.777778|1|1|1
11909|12504174|||||||0|[' o-xylene ', ' p-xylene ']|1|1||1
11910|12504193|||||||0|[' lactulose ', ' mannitol ', ' sucralose ']|0.888889|1||1
11911|12504195|||||||0|[' mehp ', ' phthalate ']|1|||1
11912|12504271|||||||0||1|||
11913|12504338|||||||0||1|||
11914|12504339|||||||0|[' bromide ', ' deet ', ' ethanol ', ' permethrin ', ' pyridostigmine ', ' pyridostigmine bromide ', ' tumor necrosis factor-alpha ']|0.777778|1|1|1
11915|12504341|||||||0|[' beryllium ', ' thymidine ']|0.777778|1||
11916|12504344|||||||0|[' adenine ', ' adenosine ', ' arsenic ', ' dimethylarsinic acid ', ' glutathione ', ' s-adenosylmethionine ']|1|1|1|1
11917|12504346|||||||0|[' cholesterol ']|0.777778|1||
11918|12504350|||||||0|[' interferon-gamma ', ' paraquat ', ' tumor necrosis factor-alpha ']|1||1|1
11919|12504351|||||||0||1|||
11920|12504353|||||||0||0.888889|||
11921|12504355|||||||0|[ ' arachidonic acid ', ' carbon black ']|0.888889|1||
11922|12504753|||||||0||1|||
11923|12504756|||||||0|[' (-)-epigallocatechin gallate ']|0.777778|||1
11924|12504765|||||||0|[' benzocaine ']|0.888889|1|1|1
11925|12504784|||||||0|[' celecoxib ', ' retinal ', ' streptozotocin ', ' vascular endothelial growth factor ']|1|1||1
11926|12504911|||||||0|[' adenosine ', ' chpg ', ' dipyridamole ', ' eglu ', ' glycine ', ' mpep ']|0.888889|1||
11927|12505270|||||||0|[' ethanol ']|1|1|1|1
11928|12505273|||||||0||1|||
11929|12505313|||||||0|[' arsenate ', ' arsenic ', ' dimethylarsinic acid ', ' methylarsonic acid ']|1|1|1|1
11930|12505327|||||||0|[' irinotecan ', ' methotrexate ', ' temocaprilat ']|1|1||1
11931|12505360|||||||0|[' uranium ']|0.888889|1||
11932|12505378|||||||0|[' 17alpha-ethinylestradiol ']|0.888889|1||1
11933|12505381|||||||0|[' copper ']|1|1|1|
11934|12505383|||||||0|[' tritium ']|1|1||
11935|12505432|||||||0|[' alpha-tocopherol ', ' arsenic ', ' selenium ']|1|1||
11936|12505442|||||||0|[ ' mercury ']|1|1||
11937|12505443|||||||0||1|||
11938|12505445|||||||0|[' lead ']|0.777778|1||
11939|12505450|||||||0|[' bisphenol a ', ' glutathione ', ' peroxidase ']|0.888889|1|1|1
11940|12505464|||||||0|[' amphetamine ']|0.888889|1||
11941|12505534|||||||0||1|||
11942|12505535|||||||0|[' hydrogen peroxide ', ' nitroprusside ', ' norepinephrine ', ' sodium nitroprusside ']|0.888889|1|1|1
11943|12505541|||||||0|[' anthranilic acid ', ' l-tryptophan ', ' succinate ']|1|1||1
11944|12505547|||||||0|[' aspartic acid ', ' gamma-glutamylcysteine ', ' glutathione ', ' serine ', ' sulfur ']|0.777778|1|1|
11945|12505622|||||||0|[' oleic acid ']|0.888889|1|1|1
11946|12505783|||||||0|[' oleic acid ', ' trimethylsilyl ']|1|1|1|1
11947|12505860|||||||0|[' green fluorescent protein ', ' thymidine ']|0.777778|1||
11948|12505904|||||||0|[' endotoxin ']|0.777778|||
11949|12505907|||||||0|[ ' malathion ']|0.777778||1|1
11950|12505921|||||||0||1|||
11951|12506014|||||||0|[' thrombin ']|0.888889|1||
11952|12506016|||||||0|[' cholesterol ', ' cystathionine ', ' homocysteine ']|0.777778|1||
11953|12506184|||||||0|[' camptothecin ', ' polyethylene glycol ']|1|1|1|
11954|12506269|||||||0|[' sulfate ', ' testosterone ']|0.777778|1||
11955|12506320|||||||0||0.777778|||
11956|12506415|||||||0|[' dehydroepiandrosterone ', ' sulfate ']|1|||1
11957|12506852|||||||0|[' corticosterone ']|0.888889|||1
11958|12506965|||||||0||0.888889|||
11959|12507039|||||||0|[' calcium chloride ', ' chloride ', ' corticosterone ', ' glutathione ', ' peroxidase ', ' testosterone ']|1|1|1|1
11960|12507057|||||||0|[' levetiracetam ', ' valproic acid ']|1|||1
11961|12507180|||||||0|[' 1-hydroxypyrene ',  ' aromatic hydrocarbons ', ' coke oven emissions ', ' hydrocarbons ', ' polycyclic aromatic hydrocarbons ']|1|1|1|1
11962|12507184|||||||0|[ ' pentane ']|1|1|1|
11963|12507251|||||||0|[' lead ', ' meso-2,3-dimercaptosuccinic acid ']|1|1||
11964|12507254|||||||0|[' testosterone ']|1|1||
11965|12507257|||||||0|[' carbon monoxide ']|1|1||
11966|12507435|||||||0|[' acetylcholine ']|0.888889|||
11967|12507568|||||||0|[' silicon ', ' thromboxane ']|0.777778|1||
11968|12507569|||||||0|[' acetate ']|1|||
11969|12507660|||||||0||1|||
11970|12507665|||||||0|[' albumin ', ' lansoprazole ']|1|||1
11971|12507759|||||||0||1|||
11972|12507764|||||||0|[' doxorubicin ']|0.777778|||
11973|12507921|||||||0||1|||
11974|12507968|||||||0|[' amphetamine ', ' citric acid ', ' methamphetamine ']|1|1|1|1
11975|12507972|||||||0|[' folic acid ', ' homocysteine ', ' pyridoxal ', ' pyridoxine ']|0.777778|1||1
11976|12509062|||||||0|[' antimony ', ' cadmium ', ' lead ', ' silver ']|0.888889|1|1|
11977|12509219|||||||0||0.777778|||
11978|12509496|||||||0|[' bradykinin ']|0.777778|||
11979|12509599|||||||0|[' aspirin ', ' salicylic acid ', ' thromboxane ']|0.777778|1|1|1
11980|12509927|||||||0|[' albumin ', ' transferrin ']|1|1||
11981|12509952|||||||0|[' cremophor el ', ' paclitaxel ']|1|1||1
11982|12600179|||||||0|[' cyclophosphamide ', ' methylprednisolone ', ' prednisone ']|0.888889|1||1
11983|12600671|||||||0|[' acetoacetate ', ' beta-hydroxybutyrate ']|1|||
11984|12600693|||||||0|[' methamphetamine ']|1|1||
11985|12600843|||||||0|[' cholesterol ', ' inulin ']|0.777778|1||
11986|12600861|||||||0|[' acetate ', ' retinol ', ' vitamin a ']|0.888889|1||1
11987|12600863|||||||0|[' acetate ', ' retinol ', ' vitamin a ']|1|1||1
11988|12601046|||||||0|[' betaxolol ', ' endothelin ', ' retinal ']|1|1||
11989|12601183|||||||0|[' gadolinium ', ' gadoversetamide ']|0.888889|1||
11990|12601575|||||||0||0.888889|||
11991|12601620|||||||0||0.888889|||
11992|12601625|||||||0||1|||
11993|12601676|||||||0|[' hypericin ']|0.888889|||
11994|12601683|||||||0|[' cholesterol ', ' fluvastatin ']|0.888889|1||1
11995|12602442|||||||0|[' aluminum ', ' lead ']|1|1|1|
11996|12602457|||||||0|[' lamotrigine ']|1|||
11997|12602459|||||||0||1|||
11998|12602467|||||||0|[' carnitine ', ' erythropoietin ', ' iron ']|0.777778|1||
11999|12602503|||||||0|[' glycine ']|0.888889|1||
12000|12602539|||||||0|[' moexipril ', ' quinapril ']|0.777778|||
12001|12602585|||||||0|[' isoflurane ', ' morphine ']|0.888889|||
12002|12602588|||||||0|[' acetone ', ' beta-hydroxybutyrate ']|0.777778|1|1|1
12003|12602593|||||||0|[' azithromycin ']|1|||
12004|12602628|||||||0|[ ' cadmium ', ' chromium ']|0.777778|1||
12005|12602671|||||||0|[' budesonide ']|1|||1
12006|12602781|||||||0|[' somatostatin ']|0.777778|1||
12007|12602783|||||||0|[' d-glucose ']|1|1||
12008|12602813|||||||0||1|||
12009|12602824|||||||0||0.888889|||
12010|12602846|||||||0|[' cadmium ', ' selenium ', ' zinc ']|0.888889|1|1|
12011|12603008|||||||0|[' corticosterone ']|0.888889|||1
12012|12603079|||||||0|[' creatine ', ' leucine ']|0.888889|1||1
12013|12603081|||||||0|[' ammonia ']|1|1|1|
12014|12603173|||||||0|[' nitric oxide ', ' nitrite ']|1|1||
12015|12603175|||||||0|[' celecoxib ', ' diclofenac ']|1|||1
12016|12603176|||||||0|[' bosentan ', ' simvastatin ']|1|1||1
12017|12603332|||||||0|[' acetylcholine ', ' atropine ', ' insulin ', ' pirenzepine ']|0.777778|1||
12018|12603343|||||||0|[' ketotifen ', ' ketotifen fumarate ']|0.888889|||
12019|12603688|||||||0|[' busulfan ', ' cyclophosphamide ']|1|||1
12020|12603776|||||||0|[' oxytetracycline ']|1|1||1
12021|12603777|||||||0|[' marbofloxacin ']|1|||
12022|12603817|||||||0||0.888889|||
12023|12604016|||||||0|[' cytokines ', ' nitric oxide ']|0.777778|1||
12024|12604167|||||||0|[' biphenyl ', ' chlorine ']|1|1|1|1
12025|12604168|||||||0|[' 2,3,7,8-tetrachlorodibenzo-p-dioxin ']|0.888889|||
12026|12604169|||||||0|[' adenosine ', ' arsenate ', ' arsenic ', ' arsenite ', ' dimethylarsinic acid ']|1|1|1|1
12027|12604171|||||||0|[' ellagic acid ', ' glutathione ', ' tannic acid ']|1|1|1|1
12028|12604180|||||||0|[' aflatoxin ', ' aflatoxin b1 ', ' fumonisin b1 ']|0.888889|||
12029|12604189|||||||0||0.777778|||
12030|12604230|||||||0|[' carbonyl ', ' cortisone ', ' nitrosamine ']|1|||1
12031|12604257|||||||0|[' albumin ', ' warfarin ']|0.888889|1|1|1
12032|12604375|||||||0|[' glutathione ', ' mercury ']|1|1||
12033|12604505|||||||0|[' bicarbonate ', ' deuterium ', ' sodium bicarbonate ']|1|1|1|
12034|12604524|||||||0|[' toluidine blue ']|0.777778|1||
12035|12604532|||||||0|[' acyclovir ']|1|||
12036|12604533|||||||0|[' amoxicillin ']|1|||
12037|12604546|||||||0|[' moxifloxacin ', ' pseudomonas ']|0.888889|1||
12038|12604575|||||||0|[' glycogen ']|1|1||
12039|12604693|||||||0|[' quinidine ', ' ritonavir ']|1|1||
12040|12604703|||||||0|[' zolpidem ']|1|||
12041|12604711|||||||0|[' adenosine ', ' sarin ']|1|1||
12042|12604713|||||||0|[' sulfate ', ' testosterone ']|1|1||
12043|12604830|||||||0|[' octamethylcyclotetrasiloxane ']|1|1||1
12044|12604832|||||||0|[' corn oil ', 'MTBE', 't-butanol']|1|1||
12045|12604833|||||||0|[' monocrotaline ', ' pyrrolizidine ']|0.777778|||1
12046|12604842|||||||0|[' cytokines ', ' vomitoxin ']|0.777778|||
12047|12604847|||||||0|[' heparin ', ' hyaluronic acid ']|1|1||
12048|12604865|||||||0|[' flecainide ', ' pilsicainide ', ' pirmenol ']|0.888889|||
12049|12604877|||||||0|[' hydrogen peroxide ']|1|1|1|
12050|12605017|||||||0|[' erythropoietin ', ' ridogrel ', ' thromboxane ']|1|1||
12051|12605019|||||||0|[' halofantrine ']|1|||
12052|12605311|||||||0|[' methylprednisolone ']|1|1||1
12053|12605384|||||||0|[' 1,3-butadiene ']|0.888889|1||
12054|12605394|||||||0|[' folinic acid ', ' methotrexate ']|1|1||1
12055|12605415|||||||0|[' 3,4-dihydroxybenzoic acid ', ' 4-hydroxybenzoic acid ']|0.777778|1|1|1
12056|12605586|||||||0|[' glutathione ']|1|1||
12057|12605618|||||||0|[' thiamine ']|1|1||1
12058|12606150|||||||0|[' 2,3,7,8-tetrachlorodibenzo-p-dioxin ', ' all-trans-retinoic acid ', ' retinol ']|1|1||1
12059|12606256|||||||0|[' epinephrine ', ' norepinephrine ', ' reserpine ']|0.777778|1||1
12060|12606292|||||||0|[' 1-bromopropane ',  ' creatine ', ' glutathione ']|1|1||1
12061|12606329|||||||0||1|||
12062|12606459|||||||0|[' diethylstilbestrol ', ' olive oil ', ' testosterone ']|1|1||1
12063|12606515|||||||0||1|||
12064|12606516|||||||0|[' insulin ', ' peptidase ', ' streptozotocin ']|1|1||1
12065|12606524|||||||0|[' cytokines ', ' tumor necrosis factor-alpha ']|0.888889|||
12066|12606608|||||||0|[' clozapine ', ' dopamine ', ' haloperidol ', ' olanzapine ', ' quetiapine ', ' risperidone ']|0.888889|||1
12067|12606609|||||||0|[' befloxatone ', ' lazabemide ', ' moclobemide ']|1|||
12068|12606612|||||||0|[' nicotine ']|1|1|1|1
12069|12606620|||||||0|[' thrombin ']|1|1||
12070|12606640|||||||0|[' bimatoprost ']|0.888889|||
12071|12606644|||||||0|[' quinine ']|1|1||
12072|12606659|||||||0|[' ssr69071 ']|0.777778|||1
12073|12606703|||||||0|[' progesterone ']|0.777778|1||1
12074|12607628|||||||0|[' acetylcholine ', ' bupropion ', ' bupropion hydrochloride ', ' dopamine ', ' nicotine ']|1|1|1|1
12075|12607816|||||||0|[' glutathione ', ' nitric oxide ', ' peroxynitrite ', ' phenylalanine ', ' xanthine ']|1|1||
12076|12607818|||||||0|[' glutathione ', ' peroxidase ']|0.888889|1||
12077|12607906|||||||0|[' cholesterol ', ' fumonisin b1 ']|0.777778|1||
12078|12607907|||||||0|[' ethanol ', ' gamma-glutamylcysteine ', ' glutathione ']|1|1|1|1
12079|12607910|||||||0|[' naphtha ']|1|1||
12080|12608011|||||||0|[' cevimeline ']|1|||
12081|12608533|||||||0|[' methotrexate ', ' probenecid ']|1|1||1
12082|12608543|||||||0|[' oxybutynin ']|1|||
12083|12608551|||||||0|[' cystathionine ', ' homocysteine ', ' methylmalonic acid ', ' pentosidine ']|0.888889|||
12084|12608594|||||||0|[' af-2 ', ' trimix ']|0.888889|||
12085|12608625|||||||0|[' 1,2-dibromobenzene ', ' 1,4-dibromobenzene ']|1|1|1|1
12086|12608626|||||||0||1|||
12087|12608627|||||||0|[' cadmium ', ' retinol ']|0.888889|1||1
12088|12608692|||||||0|[' erucamide ']|0.888889|1||
12089|12608737|||||||0|[' morphine ', ' testosterone ']|0.777778|1||
12090|12608745|||||||0|[' phosphate ']|0.777778|1||
12091|12608945|||||||0|[' cholesterol ', ' ferritin ', ' insulin ']|0.777778|1||
12092|12609264|||||||0|[' topiramate ']|1|||1
12093|12609461|||||||0|[' corticosterone ', ' cytokines ', ' imipramine ']|0.888889|||1
12094|12609492|||||||0|[' lamotrigine ']|0.777778|||
12095|12609709|||||||0|[' proanthocyanidins ']|1|||
12096|12700095|||||||0|[' oxalate ', ' oxalic acid ', ' phosphorus ']|1|1|1|1
12097|12700391|||||||0|[' aflatoxin ', ' aflatoxin b1 ']|1|||
12098|12700392|||||||0||1|||
12099|12700393|||||||0|[' aflatoxin ', ' aflatoxin b1 ']|0.888889|||
12100|12700396|||||||0|[' ethanol ']|1|1|1|1
12101|12700397|||||||0|[' perchlorate ']|1|||
12102|12700398|||||||0||1|||
12103|12700409|||||||0|[' bisphenol a ']|1|1|1|1
12104|12700421|||||||0|[' nickel ', ' pentachlorophenol ']|1|1|1|1
12105|12700423|||||||0|[' acetaminophen ', ' aminotransferase, aspartate ', ' bromobenzene ', ' carbon tetrachloride ', ' colchicine ', ' glutathione ']|0.777778|1|1|1
12106|12700424|||||||0|[' sodium dodecyl sulfate ', ' sulfate ']|1|1|1|1
12107|12700714|||||||0|[' methadone ', ' metyrapone ']|0.888889|||1
12108|12700718|||||||0|[' bz ', ' diazepam ']|0.777778|1||
12109|12700828|||||||0||0.777778|||
12110|12700829|||||||0|[' 3,4-dihydroxyphenylacetic acid ', ' dopamine ', ' ethanol ', ' norepinephrine ', ' serotonin ']|1|1|1|1
12111|12700883|||||||0|[' endothelin ']|0.888889|||
12112|12701046|||||||0|[' 17beta-estradiol ', ' glycerol ', ' lipoprotein lipase ']|0.777778|1|1|1
12113|12701047|||||||0|[' cyanamide ', ' ethanol ']|0.777778|1|1|1
12114|12701055|||||||0|[' cholesterol ']|1|1||
12115|12701058|||||||0|[' ethanol ', ' insulin ', ' leptin ']|0.888889|1|1|1
12116|12701068|||||||0|[' retinol ', ' sunflower oil ', ' vitamin a ']|0.888889|1||1
12117|12701367|||||||0|[' copper ', ' iron ', ' zinc ']|0.888889|1|1|
12118|12701407|||||||0|[' isoproturon ']|1|||1
12119|12701701|||||||0|[' fenoxycarb ']|0.777778||1|1
12120|12701804|||||||0|[' ammonia ', ' ammonium ', ' ammonium chloride ', ' arginine ', ' argininosuccinic acid ', ' bicarbonate ', ' chloride ', ' citrulline ', ' ornithine ']|1|1|1|
12121|12701816|||||||0|[' creatine ', ' creatine monohydrate ']|0.777778|1||1
12122|12701850|||||||0|[' morphine ', ' morphine-3-glucuronide ']|1|||
12123|12702493|||||||0|[' caffeine ', ' ephedrine ', ' ethanol ']|0.777778|1|1|1
12124|12702531|||||||0|[' rituximab ']|1|||
12125|12702566|||||||0||1|||
12126|12703534|||||||0|[' corticosterone ', ' growth hormone ', ' insulin ', ' norepinephrine ']|1|1||1
12127|12703618|||||||0|[' growth hormone ', ' nitrate ', ' nitrite ', ' tumor necrosis factor-alpha ']|0.777778|||
12128|12703625|||||||0|[' insulin ', ' leptin ']|1|1||
12129|12703659|||||||0|[' 6-hydroxydopamine ', ' benserazide ', ' dopamine ', ' l-dopa ']|0.888889|1||1
12130|12703661|||||||0|[' endotoxin ', ' glycerol ']|1|1|1|1
12131|12703678|||||||0||0.888889|||
12132|12703680|||||||0|[ ' lead ', ' sand ']|0.888889|1||
12133|12704224|||||||0|[' 1-aminobenzotriazole ', ' urethane ']|1|1||1
12134|12704430|||||||0|[' corn oil ', ' dimethoxane ']|0.777778|1|1|1
12135|12704431|||||||0|[' 2,4-dichlorophenol ']|0.777778|1|1|1
12136|12704433|||||||0||0.777778|||
12137|12704434|||||||0|[' corn oil ']|0.888889|1||
12138|12704436|||||||0|[' corn oil ', ' testosterone ', 'a-Methyldopa sesquihydrate']|1|1||
12139|12704438|||||||0|[' chloroethane ', ' chloryl ']|0.888889|1||
12140|12705176|||||||0|[' prulifloxacin ']|1|||
12141|12705178|||||||0|[' ascorbic acid ', ' glutathione ', ' peroxidase ', ' triclabendazole ']|0.777778|1||
12142|12705298|||||||0|[' bone morphogenetic protein-2 ', ' gelatin ', ' titanium ']|0.888889|1||
12143|12705351|||||||0|[' insulin ', ' methimazole ', ' uric acid ']|0.777778|1||1
12144|12705369|||||||0|[' amylase ', ' cholesterol ', ' insulin ']|0.777778|1||
12145|12705410|||||||0|[' uric acid ']|0.888889|1||1
12146|12705441|||||||0||1|||
12147|12705442|||||||0|[' plutonium ', ' uranium ']|1|1||
12148|12705445|||||||0|[' hafnium ', ' tritium ']|1|1||
12149|12705449|||||||0||1|||
12150|12705719|||||||0||1|||
12151|12705940|||||||0|[' benzene ']|0.888889|1|1|
12152|12705944|||||||0|[' corn oil ', ' ethoxyresorufin ']|0.777778|1||
12153|12705962|||||||0|[' acetonitrile ', ' dihydrogen phosphate ', ' eflornithine ', ' phosphate ', ' trichloroacetic acid ']|1|1|1|1
12154|12705964|||||||0|[' dibenzepin ']|0.777778|||
12155|12705966|||||||0|[' dextromethorphan ', ' dextrorphan ']|1|||
12156|12705970|||||||0|[' ammonia ', ' carprofen ', ' trimethylsilyl ']|1|1|1|
12157|12706041|||||||0|[' bacillus cereus ']|1|1||
12158|12706199|||||||0|[' eosin ', ' hematoxylin ', ' vanadium ']|1|1||1
12159|12706263|||||||0|[' cocaine ', ' corticosterone ']|0.888889|||1
12160|12706339|||||||0|[' interleukin-1beta ']|0.888889|||
12161|12706360|||||||0|[' cilengitide ']|1|||
12162|12706391|||||||0||0.777778|||
12163|12706398|||||||0|[' ethoxyresorufin ', ' glutathione ', ' naphthalene ']|0.888889|1|1|1
12164|12706400|||||||0|[' lead ']|1|1||
12165|12706449|||||||0|[' cocaine ']|0.888889|||
12166|12706549|||||||0||0.777778|||
12167|12706751|||||||0|[' formaldehyde ', ' ozone ']|1|1|1|
12168|12707134|||||||0|[' etomidate ']|1|||
12169|12707151|||||||0|[' isoflurane ', ' lithium ', ' phthalocyanine ']|0.777778|1||
12170|12707718|||||||0|[' 5-fluorouracil ', ' eniluracil ', ' uracil ']|0.777778|1||1
12171|12707870|||||||0|[' 17beta-estradiol ', ' androsterone ', ' estrone ']|0.888889|1||1
12172|12707915|||||||0|[' glycine ', ' s-adenosylhomocysteine ', ' s-adenosylmethionine ']|0.777778|1||
12173|12708130|||||||0||0.888889|||
12174|12708144|||||||0|[' titanium ', ' titanium dioxide ']|0.888889|1||
12175|12708148|||||||0|[' refractory ceramic fibers ']|1|||
12176|12708228|||||||0|[' phthalate ']|1|||
12177|12708229|||||||0|[' 3-phenoxybenzoic acid ', ' deltamethrin ', ' lead ']|1|1|1|1
12178|12708470|||||||0|[' glutathione ']|1|1||
12179|12708495|||||||0|[' eosin ', ' glutathione ', ' hematoxylin ']|0.888889|1||1
12180|12708503|||||||0|[ ' aluminum ', ' fluoride ']|0.888889|1|1|
12181|12708532|||||||0||0.777778|||
12182|12708608|||||||0||0.888889|||
12183|12708613|||||||0||1|||
12184|12708756|||||||0|[' progesterone ', ' puromycin ', ' puromycin aminonucleoside ']|0.777778|1||1
12185|12708939|||||||0|[' argatroban ']|0.888889|||1
12186|12708964|||||||0|[' fibronectin ', ' homocysteine ']|1|1||
12187|12709328|||||||0|[' daptomycin ']|1|||
12188|12709329|||||||0|[' ciprofloxacin ', ' gat ', ' gatifloxacin ', ' levofloxacin ', ' moxifloxacin ', ' quinolones ']|1|||1
12189|12709332|||||||0|[' fluorine ']|1|1||
12190|12709333|||||||0|[' doxorubicin ']|1|||
12191|12709343|||||||0|[' oritavancin ']|0.888889|||
12192|12709345|||||||0|[' daptomycin ', ' vancomycin ']|1|||
12193|12709348|||||||0|[' ertapenem ']|0.888889|||
12194|12709357|||||||0|[' colistin ', ' colistin a ']|1|1||
12195|12709426|||||||0||0.777778|||
12196|12709520|||||||0|[' dichlorodiphenyltrichloroethane ', ' hexachlorobenzene ']|0.777778|1|1|1
12197|12709722|||||||0|[' coenzyme a ', ' itraconazole ', ' rosuvastatin ']|0.777778|1||
12198|12709723|||||||0|[' fluoxetine ', ' lead ', ' norfluoxetine ']|0.777778|1||
12199|12709724|||||||0|[' carnitine ']|1|1||
12200|12709725|||||||0||1|||
12201|12709781|||||||0|[' angiotensin ii ', ' dopamine ', ' losartan ', ' norepinephrine ', ' quinpirole ']|0.777778|1||1
12202|12709901|||||||0|[' cholesterol ', ' curcumin ']|1|1||1
12203|12800091|||||||0|[' adenosine ', ' insulin ']|0.777778|1||
12204|12800104|||||||0|[' ascorbic acid ']|0.777778|||
12205|12800105|||||||0|[' cholesterol ', ' glutathione ', ' homocysteine ']|1|1||
12206|12800120|||||||0|[' amikacin ']|1|||
12207|12800250|||||||0|[' lactulose ', ' mannitol ']|0.888889|1||
12208|12800807|||||||0||0.888889|||
12209|12800902|||||||0|[' eosin ', ' hematoxylin ']|0.777778|1||1
12210|12801001|||||||0||0.888889|||
12211|12801093|||||||0|[' formaldehyde ']|1|1|1|
12212|12801115|||||||0||0.777778|||
12213|12801358|||||||0|[' fluconazole ', ' itraconazole ']|0.888889|||1
12214|12801463|||||||0||0.888889|||
12215|12801483|||||||0|[' chondroitin ', ' chondroitin sulfate ', ' sulfate ']|0.888889|1||
12216|12801885|||||||0|[' camostat ', ' capsaicin ', ' loxiglumide ', ' trypsin ']|0.777778|1|1|1
12217|12801965|||||||0|[' adenosine ', ' adenosine triphosphate ', ' albumin ', ' carbon tetrachloride ', ' triphosphate ']|1|1|1|
12218|12802459|||||||0|[' ethanol ', ' melatonin ', ' n-acetyl-l-cysteine ']|0.888889|1|1|1
12219|12802508|||||||0|[' doxorubicin ', ' iron ']|1|1||
12220|12802581|||||||0|[' tamoxifen ']|0.888889|||1
12221|12802724|||||||0|[' chloride ', ' cyanide ', ' nimodipine ', ' sodium cyanide ']|0.888889|1|1|
12222|12803393|||||||0|[' buprenorphine ', ' buprenorphine hydrochloride ']|1|||
12223|12803500|||||||0|[' sulfanilamide ', ' vitamin d3 ']|1|1|1|1
12224|12803568|||||||0||1|||
12225|12803574|||||||0|[' erythromycin ']|1|||1
12226|12803575|||||||0|[' caffeine ']|1|1||1
12227|12803768|||||||0|[' sulfamethoxazole ', ' trimethoprim ']|1|1||
12228|12803769|||||||0|[' cisplatin ', ' propranolol ']|1|1||
12229|12803771|||||||0||1|||
12230|12803982|||||||0|[' xanthine ']|1|1||
12231|12804048|||||||0|[' melphalan ']|0.888889|||
12232|12804062|||||||0|[' flunarizine ']|1|||
12233|12804063|||||||0|[' mycophenolate mofetil ', ' mycophenolic acid ']|1|1|1|
12234|12804126|||||||0|[' atomoxetine ', ' n-desmethylatomoxetine ']|1|1||
12235|12804197|||||||0|[' iron ']|1|1||
12236|12804513|||||||0|[ ' benzene ']|0.888889|1|1|
12237|12804516|||||||0|[' lead ']|1|1||
12238|12804719|||||||0|[' ammonia ', ' blood meal ', ' lead ', ' proline ']|1|1|1|
12239|12805062|||||||0||0.888889|||
12240|12805248|||||||0|[' alpha-tocopherol ', ' beta-carotene ', ' kaempferol ', ' quercetin ']|0.777778|1||1
12241|12805251|||||||0|[' copper ', ' iron ']|0.888889|1|1|
12242|12805423|||||||0||0.888889|||
