id|fk_series_id|fk_study_id|fk_chemical_id|calculated_with_invivopkfit|parameter_name|parameter_unit|parameter_value|parameter_value_sd|calculation_date|comment|joint_analysis_studies|reason_for_omittal|loglikelihood|AIC
7007||1425||1|Css|mg/L|0.001794483||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||11.3438|-14.6876
7008||1848||1|Css|mg/L|0.005041654||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||23.9676|-39.9352
7009||1849||1|Css|mg/L|0.007233224||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||15.1702|-22.3405
7010||1850||1|Css|mg/L|0.013193533||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-13.1658|34.3315
7011||1426||1|Css|mg/L|0.062409495||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||3.74011|-1.48023
7013||1427||1|Css|mg/L|0.000112004||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||56.2445|-104.489
7014||1430||1|Css|mg/L|0.012333173||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||20.5917|-35.1835
7016||1237||1|Css|mg/L|0.000905635||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||24.7995|-43.5991
7017||1239||1|Css|mg/L|0.027855535||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||1.2094|3.5812
7019||1804||1|Css|mg/L|0.003866892||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||28.0478|-48.0957
7020||1808||1|Css|mg/L|0.008264001||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-4.8583|15.7166
7021||1809||1|Css|mg/L|0.002836808||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||29.9884|-51.9767
7022||1810||1|Css|mg/L|0.002871793||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||51.2703|-94.5406
7023||1435||1|Css|mg/L|0.008343609||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||11.2012|-16.4025
7025||1436||1|Css|mg/L|0.002446677||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||51.8119|-95.6238
7026||1437||1|Css|mg/L|0.013946211||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||24.6991|-43.3983
7028||1439||1|Css|mg/L|0.012203948||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||13.0005|-18.001
7029||1827||1|Css|mg/L|0.001803579||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||9.82973|-11.6595
7030||1764||1|Css|mg/L|0.002231812||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-22.298|50.5961
7031||1441||1|Css|mg/L|0.000198467||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||48.753|-91.506
7032||1442||1|Css|mg/L|0.004861335||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-11.8019|31.6037
7033||1446||1|Css|mg/L|0.038002703||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||38.5534|-69.1068
7035||1451||1|Css|mg/L|0.001466611||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||10.8182|-13.6365
7036||1452||1|Css|mg/L|0.00606941||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||4.00838|-0.016761
7038||1453||1|Css|mg/L|0.457693774||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-0.817279|9.63456
7040||1457||1|Css|mg/L|0.127989756||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||30.0837|-54.1674
7041||1460||1|Css|mg/L|0.093432854||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||13.2472|-18.4944
7042||1763||1|Css|mg/L|0.028434852||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-92.216|190.432
7043||1815||1|Css|mg/L|0.012916909||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-12.5597|31.1194
7044||1867||1|Css|mg/L|0.013251842||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-5.23851|18.477
7046||1683||1|Css|mg/L|0.222283777||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-47.9824|103.965
7047||1823||1|Css|mg/L|0.001004411||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-1.60177|11.2035
7048||1463||1|Css|mg/L|0.022164031||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-16.318|40.636
7049||1465||1|Css|mg/L|0.003474363||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||3.46898|1.06203
7050||1467||1|Css|mg/L|0.003366425||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||47.7305|-89.4611
7051||1774||1|Css|mg/L|0.008428127||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-17.2784|40.5569
7053||1468||1|Css|mg/L|0.004383158||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||126.848|-245.697
7054||1469||1|Css|mg/L|0.016675811||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||76.9066|-147.813
7056||1470||1|Css|mg/L|0.009203267||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||42.6891|-77.3783
7057||1471||1|Css|mg/L|0.021319294||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||35.6408|-65.2816
7059||1689||1|Css|mg/L|0.003460624||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||8.39646|-8.79293
7060||1690||1|Css|mg/L|0.001877559||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||10.8735|-13.747
7061||1691||1|Css|mg/L|0.002447245||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-0.647814|9.29563
7062||1692||1|Css|mg/L|0.00207152||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||5.9964|-3.99279
7063||1693||1|Css|mg/L|0.002915796||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-6.13372|20.2674
7064||1694||1|Css|mg/L|0.004779721||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-16.4421|40.8843
7065||1747||1|Css|mg/L|0.006580652||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-6.60017|19.2003
7066||1811||1|Css|mg/L|0.051937804||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-43.1398|92.2795
7067||1812||1|Css|mg/L|0.060937009||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-77.0669|160.134
7068||1813||1|Css|mg/L|0.789452046||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-145.025|296.05
7069||1853||1|Css|mg/L|1.056975498||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-91.9069|191.814
7070||1854||1|Css|mg/L|0.373007935||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-147.095|302.189
7071||1797||1|Css|mg/L|0.00336674||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-13.202|32.4039
7072||1770||1|Css|mg/L|0.007088247||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-71.4587|148.917
7073||1817||1|Css|mg/L|2.242012736||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||20.8555|-35.7111
7074||1869||1|Css|mg/L|0.820918828||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||67.2559|-126.512
7075||1870||1|Css|mg/L|1.438519241||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-67.6574|143.315
7076||1871||1|Css|mg/L|1.037402357||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||28.5523|-49.1047
7077||1484||1|Css|mg/L|0.003476739||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||35.605|-65.2099
7078||1485||1|Css|mg/L|0.349184769||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-36.0518|80.1036
7079||1486||1|Css|mg/L|0.07099701||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||6.36068|-6.72136
7081||1487||1|Css|mg/L|0.007937743||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||0.0219646|5.95607
7082||1488||1|Css|mg/L|0.000678153||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||13.5168|-19.0337
7083||1830||1|Css|mg/L|0.000607914||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||5.41903|-2.83807
7084||1831||1|Css|mg/L|0.000566924||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-40.7811|89.5622
7085||1832||1|Css|mg/L|0.000822157||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-56.7646|121.529
7087||1695||1|Css|mg/L|0.005120888||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||35.202|-62.4039
7088||1696||1|Css|mg/L|0.006444401||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||20.5084|-33.0167
7089||1697||1|Css|mg/L|0.008166626||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||16.2006|-24.4011
7090||1256||1|Css|mg/L|0.14285242||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-17.0824|40.1648
7092||1345||1|Css|mg/L|0.000194784||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||24.7074|-41.4148
7093||1346||1|Css|mg/L|0.000454852||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||23.5806|-39.1612
7094||1189||1|Css|mg/L|0.042968323||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-149.011|306.022
7095||1833||1|Css|mg/L|0.000300435||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||14.6903|-21.3805
7096||1834||1|Css|mg/L|0.000906531||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-67.9439|143.888
7097||1835||1|Css|mg/L|0.00153471||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-111.941|231.882
7099||1490||1|Css|mg/L|0.011023275||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||3.73661|-1.47323
7100||1491||1|Css|mg/L|0.001010459||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||19.8478|-31.6955
7102||1492||1|Css|mg/L|0.010282027||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||46.3844|-86.7689
7103||1493||1|Css|mg/L|0.001836388||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||17.4868|-26.9735
7104||1703||1|Css|mg/L|0.012993591||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-36.5784|81.1569
7106||1494||1|Css|mg/L|0.114390056||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||78.5505|-149.101
7107||1495||1|Css|mg/L|0.206371354||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||40.781|-75.562
7109||1500||1|Css|mg/L|0.000767685||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||9.07615|-10.1523
7110||1501||1|Css|mg/L|0.00079802||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||15.2678|-22.5355
7111||1502||1|Css|mg/L|0.001089458||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||5.15721|-2.31442
7113||1836||1|Css|mg/L|0.008270303||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-18.1378|44.2757
7114||1837||1|Css|mg/L|0.012776593||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-34.4148|76.8295
7115||1838||1|Css|mg/L|0.004962812||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-17.7952|43.5904
7116||1778||1|Css|mg/L|2.623354614||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-39.6842|87.3684
7117||1779||1|Css|mg/L|2.333366237||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-63.3836|134.767
7118||1503||1|Css|mg/L|7.930713196||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||8.85057|-9.70114
7119||1504||1|Css|mg/L|1.514012927||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||15.107|-24.214
7120||1741||1|Css|mg/L|120.1104309||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-108.745|225.49
7121||1742||1|Css|mg/L|135.869575||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-134.213|276.427
7122||1743||1|Css|mg/L|108.916232||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-193.355|394.71
7124||1719||1|Css|mg/L|30.33867329||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-125.191|258.382
7125||1720||1|Css|mg/L|1.478673882||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-15.1517|38.3035
7126||1721||1|Css|mg/L|13.47347944||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-194.925|397.849
7128||1744||1|Css|mg/L|66.93320193||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-36.5267|79.0533
7129||1745||1|Css|mg/L|110.507187||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-39.0093|86.0187
7130||1746||1|Css|mg/L|165.0874245||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-95.2299|198.46
7131||1732||1|Css|mg/L|51.43419883||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-70.3017|146.603
7132||1734||1|Css|mg/L|72.49644131||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-47.3831|102.766
7133||1736||1|Css|mg/L|38.98582269||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-84.1744|176.349
7134||1737||1|Css|mg/L|1.577046133||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-66.3146|140.629
7135||1739||1|Css|mg/L|1.214045643||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-60.9336|129.867
7136||1173||1|Css|mg/L|0.000504459||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-18.7453|43.4906
7138||1163||1|Css|mg/L|0.007845489||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||0.31955|7.3609
7139||1179||1|Css|mg/L|0.00461735||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-9.26725|26.5345
7140||1507||1|Css|mg/L|0.044960627||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-7.38178|20.7636
7142||1510||1|Css|mg/L|0.008588184||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-5.64942|19.2988
7144||1511||1|Css|mg/L|1.74E-05||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||39.2492|-70.4984
7145||1512||1|Css|mg/L|0.002028922||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||40.3871|-74.7741
7147||1186||1|Css|mg/L|0.008634955||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-1.15433|10.3087
7149||1514||1|Css|mg/L|0.007220746||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||36.4082|-66.8163
7150||1516||1|Css|mg/L|0.033828983||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||57.3017|-106.603
7151||1519||1|Css|mg/L|0.008927198||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||59.7168|-111.434
7152||1751||1|Css|mg/L|0.195109187||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-9.36544|26.7309
7153||1752||1|Css|mg/L|0.234745095||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-9.2534|26.5068
7154||1524||1|Css|mg/L|0.153061136||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||12.0004|-16.0007
7156||1527||1|Css|mg/L|0.000884771||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||58.7186|-109.437
7157||1528||1|Css|mg/L|0.001456446||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||33.04|-60.08
7158||1530||1|Css|mg/L|0.003027073||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||41.0204|-76.0408
7160||1531||1|Css|mg/L|0.000414731||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||29.526|-51.052
7161||1532||1|Css|mg/L|0.005773053||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||27.9981|-49.9962
7162||1157||1|Css|mg/L|0.002940905||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||22.889|-37.7779
7163||1714||1|Css|mg/L|9.09E-06||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||33.0555|-58.1111
7165||1356||1|Css|mg/L|0.000146751||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||35.3961|-62.7922
7166||1357||1|Css|mg/L|0.000153965||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||31.1326|-54.2653
7167||1310||1|Css|mg/L|0.034954562||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-30.0128|68.0255
7169||1759||1|Css|mg/L|0.012455743||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||10.9852|-15.9704
7170||1760||1|Css|mg/L|0.01767676||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-57.3393|120.679
7172||1533||1|Css|mg/L|0.69389051||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-9.14545|24.2909
7173||1534||1|Css|mg/L|1.261351513||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-14.3005|36.6009
7174||1193||1|Css|mg/L|0.017813003||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-32.2424|72.4847
7176||1536||1|Css|mg/L|0.098041957||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-22.5212|53.0424
7177||1537||1|Css|mg/L|0.321988708||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-26.7958|61.5916
7178||1539||1|Css|mg/L|0.128993217||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-34.9325|75.865
7179||1540||1|Css|mg/L|0.171873904||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-47.852|101.704
7180||1865||1|Css|mg/L|0.041852713||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-0.293235|8.58647
7181||1866||1|Css|mg/L|0.084501838||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-6.32688|20.6538
7182||1191||1|halflife|hr|1.688859305||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-135.939|279.877
7183||1201||1|halflife|hr|2.791235461||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-9.56053|25.1211
7184||1208||1|halflife|hr|5.912667375||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-59.5821|125.164
7185||1209||1|halflife|hr|4.748944988||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-34.8368|75.6735
7186||1210||1|halflife|hr|2.337633933||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-8.20121|22.4024
7187||1843||1|halflife|hr|0.282970305||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-10.1113|28.2226
7188||1415||1|halflife|hr|3.064889798||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-6.59326|21.1865
7189||1791||1|halflife|hr|3.496330019||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-64.7236|137.447
7190||1667||1|halflife|hr|0.937414746||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-19.5591|47.1183
7191||1670||1|halflife|hr|0.576046431||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||17.2942|-26.5885
7192||1928||1|halflife|hr|1.485346004||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||48.101|-88.202
7193||1757||1|halflife|hr|20.39136402||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-29.4828|64.9656
7194||1758||1|halflife|hr|0.555781697||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-40.6629|87.3259
7195||1321||1|halflife|hr|0.04614179||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||5.62702|-5.25403
7198||1423||1|halflife|hr|0.321468605||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||12.623|-19.2461
7199||1424||1|halflife|hr|1.845535661||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||25.2349|-42.4698
7200||1425||1|halflife|hr|2.03513744||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||11.3438|-14.6876
7201||1848||1|halflife|hr|4.636574487||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||23.9676|-39.9352
7202||1849||1|halflife|hr|6.109803191||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||15.1702|-22.3405
7203||1850||1|halflife|hr|12.14368489||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-13.1658|34.3315
7204||1426||1|halflife|hr|1.164106691||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||3.74011|-1.48023
7206||1427||1|halflife|hr|1.092536813||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||56.2445|-104.489
7207||1430||1|halflife|hr|0.277700173||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||20.5917|-35.1835
7209||1237||1|halflife|hr|11.27091683||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||24.7995|-43.5991
7210||1239||1|halflife|hr|0.502671923||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||1.2094|3.5812
7212||1804||1|halflife|hr|1.379095583||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||28.0478|-48.0957
7213||1808||1|halflife|hr|0.46941746||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-4.8583|15.7166
7214||1809||1|halflife|hr|0.666639389||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||29.9884|-51.9767
7215||1810||1|halflife|hr|0.849342259||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||51.2703|-94.5406
7216||1435||1|halflife|hr|0.194971161||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||11.2012|-16.4025
7218||1436||1|halflife|hr|5.40003039||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||51.8119|-95.6238
7219||1437||1|halflife|hr|0.619805393||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||24.6991|-43.3983
7221||1439||1|halflife|hr|1.786286751||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||13.0005|-18.001
7222||1827||1|halflife|hr|0.206052021||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||9.82973|-11.6595
7223||1764||1|halflife|hr|0.120898494||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-22.298|50.5961
7224||1441||1|halflife|hr|0.114672735||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||48.753|-91.506
7225||1442||1|halflife|hr|2.364772549||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-11.8019|31.6037
7226||1446||1|halflife|hr|4.095058843||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||38.5534|-69.1068
7228||1451||1|halflife|hr|2.633620043||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||10.8182|-13.6365
7229||1452||1|halflife|hr|19.73993996||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||4.00838|-0.016761
7231||1453||1|halflife|hr|6.918273931||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-0.817279|9.63456
7233||1457||1|halflife|hr|4.686268036||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||30.0837|-54.1674
7234||1460||1|halflife|hr|7.087855854||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||13.2472|-18.4944
7235||1763||1|halflife|hr|0.162825529||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-92.216|190.432
7236||1815||1|halflife|hr|0.042945263||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-12.5597|31.1194
7237||1867||1|halflife|hr|0.458933556||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-5.23851|18.477
7239||1683||1|halflife|hr|5.805115316||22-Oct-20|1compartment analytic fitted geometric mean calculated with invivopkfit_1.5.3|||-47.9824|103.965
